word	correct	predicted
of	IN	IN
guns	NNS	NNS
only	RB	RB
served	VBD	VBD
to	TO	TO
increase	VB	VB
his	PRP$	PRP$
speed	NN	NN
.	.	.

Setting	VBG	IN
a	DT	DT
course	NN	NN
straight	RB	RB
for	IN	IN
the	DT	DT
house	NN	NN
,	,	,
he	PRP	PRP
was	VBD	VBD
covering	VBG	VBG
ground	NN	NN
fast	RB	,
when	WRB	WRB
an	DT	DT
angry	JJ	JJ
bee	NN	NNS
buzzed	VBD	IN
past	RB	NN
close	RB	RB
to	TO	TO
his	PRP$	PRP$
face	NN	NN
.	.	.

it	PRP	PRP
was	VBD	VBD
followed	VBN	VBN
by	IN	IN
a	DT	DT
second	JJ	JJ
,	,	,
whining	VBG	CC
even	RB	RB
closer	RB	JJR
,	,	,
Cobb	NNP	PRP
swerved	VBD	VBP
sharply	RB	RB
aside	RB	RB
into	IN	IN
a	DT	DT
depression	NN	NN
.	.	.

He	PRP	PRP
knew	VBD	VBD
now	RB	RB
what	WP	WP
he	PRP	PRP
was	VBD	VBD
up	IN	RB
against	IN	.
.	.	.

Whoever	WP	PRP
was	VBD	VBD
out	IN	RB
there	RB	RB
hiding	VBG	VBN
in	IN	IN
the	DT	DT
brushy	JJ	NNP
cover	NN	NNP
was	VBD	VBD
besieging	VBG	IN
the	DT	DT
Antler	NNP	JJ
house	NN	NN
and	CC	CC
,	,	,
having	VBG	VBG
spotted	VBD	IN
his	PRP$	PRP$
approach	NN	NN
,	,	,
was	VBD	VBD
determined	VBN	VBN
to	TO	TO
drive	VB	VB
him	PRP	PRP
off	RP	RB
before	IN	IN
he	PRP	PRP
could	MD	MD
get	VB	VB
into	IN	IN
the	DT	DT
fight	NN	NN
.	.	.

himself	PRP	PRP
for	IN	IN
having	VBG	VBG
ridden	VBN	VBN
out	RP	IN
the	DT	DT
last	JJ	JJ
few	JJ	JJ
days	NNS	NNS
without	IN	IN
a	DT	DT
rifle	NN	NN
in	IN	IN
his	PRP$	PRP$
saddle	NN	JJ
boot	NN	NNS
,	,	,
Russ	NNP	PRP
drew	VBD	VBD
his	PRP$	PRP$
Colt	NN	NNS
and	CC	CC
examined	VBD	WRB
it	PRP	PRP
briefly	RB	.
.	.	.

If	IN	IN
he	PRP	PRP
wondered	VBD	VBD
whether	IN	IN
the	DT	DT
attackers	NNS	NN
would	MD	MD
allow	VB	VB
him	PRP	PRP
to	TO	TO
pull	VB	VB
away	RB	RB
unmolested	JJ	RB
,	,	,
he	PRP	PRP
had	VBD	VBD
his	PRP$	PRP$
answer	NN	NN
a	DT	DT
moment	NN	NN
later	RB	.
.	.	.

this	DT	DT
way	NN	NN
!	.	.
!	.	.

He	PRP	PRP
ai	VBP	VBP
n't	RB	RB
gone	VBN	VBN
far	RB	RB
''	''	''
!	.	.
!	.	.

A	DT	DT
harsh	JJ	JJ
cry	NN	TO
floated	VBD	VB
to	TO	TO
him	PRP	PRP
across	IN	IN
the	DT	DT
brush	NN	NN
.	.	.

A	DT	DT
carbine	NN	NN
cracked	VBD	VBZ
more	RBR	RBR
loudly	RB	JJ
,	,	,
and	CC	CC
a	DT	DT
slug	NN	NNP
clipped	VBD	POS
fragments	NNS	NNS
from	IN	IN
the	DT	DT
brush	NN	NN
off	RP	RB
at	IN	IN
one	CD	CD
side	NN	NN
.	.	.

The	DT	DT
would-be	JJ	NNP
assassin	NN	NNP
had	VBD	VBD
his	PRP$	PRP$
position	NN	NN
figured	VBD	.
pretty	RB	.
close	RB	.
.	.	.

Dismounting	VBG	NNP
,	,	,
Russ	NNP	PRP
looked	VBD	VBD
about	RB	IN
hastily	RB	NN
.	.	.

Toward	IN	IN
the	DT	DT
west	NN	JJ
this	DT	DT
depression	NN	NN
led	VBD	VBN
toward	IN	IN
a	DT	DT
draw	NN	NN
.	.	.

Leading	VBG	IN
his	PRP$	PRP$
pony	NN	NNS
,	,	,
he	PRP	PRP
hurried	VBD	VBD
that	DT	DT
way	NN	NN
,	,	,
not	RB	RB
remounting	VBG	TO
till	IN	VB
he	PRP	PRP
was	VBD	VBD
well	RB	RB
below	RB	IN
the	DT	DT
level	NN	NN
of	IN	IN
the	DT	DT
surrounding	VBG	JJ
range	NN	NN
.	.	.

the	DT	DT
horn	NN	NN
,	,	,
he	PRP	PRP
urged	VBD	VBD
his	PRP$	PRP$
mount	NN	NNS
down	IN	IN
the	DT	DT
meandering	VBG	NN
draw	NN	.
.	.	.

He	PRP	PRP
had	VBD	VBD
not	RB	RB
covered	VBN	VBN
a	DT	DT
hundred	CD	CD
yards	NNS	NNS
before	IN	IN
a	DT	DT
gun	NN	JJ
crashed	VBD	NNS
from	IN	IN
somewhere	RB	NN
behind	IN	.
.	.	.

He	PRP	PRP
had	VBD	VBD
been	VBN	VBN
sighted	VBN	RB
,	,	,
and	CC	CC
his	PRP$	PRP$
attacker	NN	NNS
pumping	VBG	.
shot	NN	.
after	IN	.
shot	NN	.
.	.	.

A	DT	DT
shot	NN	NN
or	CC	CC
two	CD	CD
went	VBD	VBD
wild	JJ	VBN
before	IN	IN
Cobb	NNP	PRP
felt	VBD	VBD
something	NN	NN
tug	VB	,
at	IN	IN
his	PRP$	PRP$
foot	NN	NN
.	.	.

A	DT	DT
slug	NN	NN
had	VBD	VBD
torn	VBN	VBN
half	DT	RB
of	IN	IN
his	PRP$	PRP$
stirrup-guard	NN	NNS
away	RB	RB
.	.	.

A	DT	DT
second	NN	JJ
twitched	VBD	CC
his	PRP$	PRP$
shirtsleeve	NN	NNS
,	,	,
and	CC	CC
he	PRP	PRP
felt	VBD	VBD
a	DT	DT
brief	JJ	JJ
burn	NN	NNS
on	IN	IN
his	PRP$	PRP$
upper	JJ	JJ
arm	NN	NN
.	.	.

Another	DT	DT
snarled	VBD	NN
close	JJ	.
overhead	NN	.
.	.	.

Jumping	UH	PRP
Jerusalem	UH	.
!	.	.
!	.	.

Let	VB	PRP
's	PRP	MD
get	VB	VB
out	RB	RB
of	IN	IN
here	RB	RB
''	''	''
!	.	.
!	.	.

the	DT	DT
first	JJ	JJ
shot	NN	NNS
Russ	NNP	WDT
had	VBD	VBD
hurled	VBN	TO
his	PRP$	PRP$
mount	NN	NN
to	TO	TO
the	DT	DT
left	NN	NN
toward	IN	IN
the	DT	DT
side	NN	NN
of	IN	IN
the	DT	DT
winding	VBG	NN
draw	NN	.
.	.	.

The	DT	DT
long	JJ	JJ
minute	NN	NNS
before	IN	IN
he	PRP	PRP
reached	VBD	VBD
effective	JJ	JJ
cover	NN	.
seemed	VBD	.
endless	JJ	.
.	.	.

Sweeping	VBG	IN
a	DT	DT
look	NN	NN
around	RB	IN
,	,	,
he	PRP	PRP
saw	VBD	VBD
that	IN	IN
he	PRP	PRP
was	VBD	VBD
safe	JJ	JJ
for	IN	IN
the	DT	DT
moment	NN	NN
.	.	.

He	PRP	PRP
heard	VBD	VBD
cries	NNS	VBN
from	IN	IN
behind	IN	IN
him	PRP	PRP
,	,	,
but	CC	CC
he	PRP	PRP
could	MD	MD
make	VB	VB
out	RP	IN
no	DT	DT
words	NNS	NNS
.	.	.

He	PRP	PRP
dashed	VBD	MD
madly	RB	VB
for	IN	IN
the	DT	DT
next	JJ	JJ
elbow	NN	TO
turn	NN	VB
in	IN	IN
the	DT	DT
draw	NN	NN
,	,	,
and	CC	CC
made	VBD	VBD
it	PRP	PRP
.	.	.

Recklessly	RB	PRP
hurling	VBG	VBD
the	DT	DT
bronc	NN	JJ
sidewise	RB	NNS
into	IN	IN
an	DT	DT
intersecting	VBG	JJ
draw	NN	NNS
,	,	,
he	PRP	PRP
plunged	VBD	VBP
forward	RB	RB
with	IN	IN
undiminished	JJ	DT
speed	NN	NN
.	.	.

the	DT	DT
wash	NN	NN
climbed	VBD	VBZ
upward	RB	RB
,	,	,
forcing	VBG	WRB
him	PRP	PRP
toward	IN	IN
open	JJ	JJ
range	NN	NN
.	.	.

he	PRP	PRP
must	MD	MD
chance	VB	VB
it	PRP	PRP
.	.	.

He	PRP	PRP
clambered	VBD	VBP
out	IN	RB
of	IN	IN
the	DT	DT
dwindling	VBG	JJ
wash	NN	NN
,	,	,
the	DT	DT
loose	JJ	JJ
dirt	NN	NN
flying	VBG	,
behind	IN	IN
him	PRP	PRP
,	,	,
and	CC	CC
flashed	VBD	VBN
a	DT	DT
look	NN	NN
about	RB	.
.	.	.

November	NNP	IN
the	DT	DT
clouds	NNS	NNS
lifted	VBN	VBD
enough	RB	RB
to	TO	TO
carry	VB	VB
out	RP	IN
the	DT	DT
assigned	VBN	NN
missions	NNS	.
.	.	.

And	CC	CC
Sweeney	NNP	PRP
Squadron	NNP	MD
put	VBD	VB
its	PRP$	PRP$
first	JJ	JJ
marks	NNS	NNS
on	IN	IN
the	DT	DT
combat	NN	JJ
record	NN	NN
.	.	.

Every	DT	DT
plane	NN	NN
that	WP	WDT
could	MD	MD
fly	VB	VB
was	VBD	VBD
sent	VBN	VBN
into	IN	IN
the	DT	DT
air	NN	NN
.	.	.

Cricket	NNP	PRP
took	VBD	VBD
eight	CD	CD
ships	NNS	NNS
and	CC	CC
went	VBD	VBD
south	RB	RB
across	IN	IN
the	DT	DT
Straits	NNS	NN
and	CC	CC
along	IN	IN
the	DT	DT
north	JJ	JJ
coast	NN	NNS
of	IN	IN
Mindanao	NNP	VBG
to	TO	TO
Cagayan	NNP	VB
.	.	.

Anything	NN	IN
the	DT	DT
enemy	NN	NN
flew	VBD	,
or	CC	CC
floated	VBD	PRP
was	VBD	VBD
his	PRP$	PRP$
target	NN	NN
.	.	.

Fleischman	NNP	PRP
with	IN	IN
eight	CD	CD
was	VBD	VBD
to	TO	TO
patrol	VB	VB
the	DT	DT
Leyte	NNP	NNP
Gulf	NNP	POS
area	NN	NN
,	,	,
with	IN	IN
his	PRP$	PRP$
main	JJ	JJ
task	NN	NN
to	TO	TO
get	VB	VB
any	DT	DT
kamikaze	NN	NN
before	IN	IN
they	PRP	PRP
got	VBD	VBD
to	TO	TO
the	DT	DT
ships	NNS	NNS
.	.	.

Greg	NNP	WRB
himself	PRP	PRP
took	VBD	VBD
two	CD	CD
flights	NNS	NNS
,	,	,
with	IN	IN
Todman	NNP	DT
leading	VBG	VBG
the	DT	DT
second	NN	JJ
,	,	,
to	TO	TO
patrol	VB	VB
and	CC	CC
look	VB	VB
for	IN	IN
targets	NNS	NNS
of	IN	IN
opportunities	NNS	NN
around	IN	IN
Ormoc	NNP	NN
on	IN	IN
the	DT	DT
east	JJ	JJ
coast	NN	NNS
of	IN	IN
Leyte	NNP	NN
.	.	.

Each	DT	DT
plane	NN	NN
carried	VBD	.
two	CD	.
five-hundred	CD	.
pound	NN	.
bombs	NNS	.
.	.	.

A	DT	DT
weapons	NNS	NNS
carrier	NN	WDT
took	VBD	VBD
Greg	NNP	RB
,	,	,
Todman	NNP	RB
,	,	,
Belton	NNP	RB
,	,	,
Banjo	NNP	CC
Ferguson	NNP	NNP
,	,	,
and	CC	CC
Walters	NNP	JJ
and	CC	CC
the	DT	DT
others	NNS	NNS
the	DT	DT
two	CD	CD
miles	NNS	NNS
from	IN	IN
the	DT	DT
bivouac	NN	JJ
area	NN	NN
to	TO	TO
the	DT	DT
strip	NN	NN
.	.	.

It	PRP	PRP
was	VBD	VBD
a	DT	DT
rough	JJ	JJ
long	JJ	JJ
ride	NN	NN
through	IN	IN
the	DT	DT
mud	NN	NN
and	CC	CC
pot	NN	JJ
holes	NNS	NNS
.	.	.

No	NN	DT
one	NN	NN
had	VBD	VBD
much	NN	RB
to	TO	TO
say	VB	VB
.	.	.

The	DT	DT
sky	NN	NN
glowered	VBD	VBZ
down	IN	RB
at	IN	IN
them	PRP	PRP
.	.	.

There	EX	EX
was	VBD	VBD
a	DT	DT
feeling	NN	NN
that	IN	IN
this	DT	DT
mission	NN	NN
would	MD	MD
be	VB	VB
canceled	VBN	VBN
like	IN	IN
all	PDT	PDT
the	DT	DT
others	NNS	NNS
and	CC	CC
that	IN	IN
this	DT	DT
muddy	JJ	JJ
wet	JJ	JJ
dark	JJ	JJ
world	NN	NN
of	IN	IN
combat	NN	PRP
would	MD	MD
go	VB	VB
on	RB	IN
forever	RB	RB
.	.	.

The	DT	DT
truck	NN	NN
dropped	VBD	,
them	PRP	PRP
off	RP	RB
at	IN	IN
the	DT	DT
various	JJ	JJ
revetments	NNS	NNS
spread	VBN	VBN
through	IN	IN
the	DT	DT
jungle	NN	NN
.	.	.

Donovan	NNP	NNP
snatched	VBD	NNP
Greg	NNP	NNP
's	POS	POS
chute	NN	NN
from	IN	IN
him	PRP	PRP
with	IN	IN
a	DT	DT
belligerent	JJ	JJ
motion	NN	NN
and	CC	CC
almost	RB	RB
ran	VBD	VBD
to	TO	TO
the	DT	DT
plane	NN	NN
with	IN	IN
it	PRP	PRP
.	.	.

His	PRP$	PRP$
face	NN	NN
was	VBD	VBD
dark	JJ	RB
as	IN	IN
the	DT	DT
sky	NN	NN
above	IN	IN
it	PRP	PRP
as	IN	IN
he	PRP	PRP
stood	VBD	VBD
on	IN	IN
the	DT	DT
wing	NN	NN
and	CC	CC
waited	VBD	VBD
for	IN	IN
his	PRP$	PRP$
pilot	NN	NNS
.	.	.

Greg	NNP	PRP
climbed	VBD	VBD
into	IN	IN
the	DT	DT
cockpit	NN	JJ
feeling	NN	NN
as	IN	IN
if	IN	IN
he	PRP	PRP
had	VBD	VBD
never	RB	RB
been	VBN	VBN
in	IN	IN
one	CD	NN
before	RB	.
.	.	.

But	CC	CC
his	PRP$	PRP$
hands	NNS	NNS
and	CC	CC
those	DT	DT
of	IN	IN
Donovan	NNP	PRP
moved	VBD	VBD
automatically	RB	RB
adjusting	VBG	,
and	CC	CC
arranging	VBG	RB
in	IN	IN
the	DT	DT
check-out	NN	NN
procedure	NN	.
.	.	.

I	PRP	PRP
've	VBP	VBP
got	VBD	VBD
her	PRP	PRP
as	RB	IN
neat	JJ	JJ
as	IN	IN
I	PRP	PRP
can	MD	MD
''	''	''
,	,	,
Donovan	NNP	PRP
said	VBD	VBD
,	,	,
as	IN	IN
he	PRP	PRP
dropped	VBD	VBD
the	DT	DT
straps	NNS	NN
of	IN	IN
the	DT	DT
Seton	NNP	JJ
harness	NN	NNS
over	IN	IN
Greg	NNP	NNP
's	POS	POS
shoulders	NNS	NNS
.	.	.

``	``	``
But	CC	CC
this	DT	DT
goddamn	VBN	NN
climate	NN	.
.	.	.

It	PRP	PRP
's	VBZ	VBZ
for	IN	IN
carabao	NN	PRP
not	RB	RB
airplanes	VBZ	VB
''	''	''
.	.	.

We	PRP	PRP
'll	MD	MD
make	VB	VB
out	RP	RB
.	.	.

Do	VBP	PRP
n't	RB	RB
you	PRP	PRP
worry	VB	VBD
,	,	,
chief	NN	JJ
''	''	''
,	,	,
Greg	NNP	PRP
replied	VBD	VBD
,	,	,
wondering	VBG	CC
if	IN	IN
he	PRP	PRP
himself	PRP	PRP
believed	VBD	VBD
it	PRP	PRP
.	.	.

I	PRP	PRP
guided	VBD	VBD
her	PRP	PRP
to	TO	TO
the	DT	DT
divan	NN	NN
,	,	,
turned	VBD	VBN
off	RP	IN
the	DT	DT
TV	NN	NN
,	,	,
faced	VBD	VBN
her	PRP	.
.	.	.

She	PRP	PRP
sat	VBD	VBD
quietly	RB	RB
,	,	,
staring	VBG	CC
at	IN	IN
me	PRP	PRP
from	IN	IN
the	DT	DT
wide	JJ	JJ
eyes	NNS	NNS
.	.	.

And	CC	CC
what	WP	WP
eyes	NNS	NNS
they	PRP	PRP
were	VBD	VBD
.	.	.

Big	JJ	PRP
and	CC	CC
dark	JJ	JJ
,	,	,
a	DT	DT
melting	VBG	NN
,	,	,
golden	JJ	JJ
brown	NN	NN
.	.	.

Eyes	NNS	PRP
like	VB	IN
hot	JJ	JJ
honey	NN	NN
,	,	,
eyes	NNS	NNS
that	WP	IN
sizzled	VBD	NN
.	.	.

Plus	CC	DT
flawless	JJ	JJ
skin	NN	NN
,	,	,
smooth	JJ	JJ
brow	NN	NNS
and	CC	CC
cheeks	NNS	NNP
,	,	,
lips	NNS	IN
that	WP	WDT
looked	VBD	VBD
as	IN	RB
if	IN	IN
you	PRP	PRP
could	MD	MD
get	VB	VB
a	DT	DT
shock	NN	NN
from	IN	IN
them	PRP	PRP
.	.	.

It	PRP	PRP
was	VBD	VBD
a	DT	DT
disturbingly	RB	JJ
familiar	JJ	JJ
face	NN	NN
,	,	,
too	RB	RB
,	,	,
but	CC	CC
I	PRP	PRP
could	MD	MD
n't	RB	RB
remember	VB	VB
where	WRB	WRB
we	PRP	PRP
had	VBD	VBD
met	VBN	.
.	.	.

I	PRP	PRP
said	VBD	VBD
,	,	,
``	``	``
Do	VBP	WRB
we	PRP	PRP
know	VB	VBP
each	DT	DT
other	JJ	JJ
,	,	,
Miss	NNP	NNP
''	''	''
?	.	.
?	.	.

I	PRP	PRP
remembered	VBD	VBD
reading	VBG	VBN
about	IN	IN
you	PRP	PRP
in	IN	IN
the	DT	DT
papers	NNS	NNS
and	CC	CC
that	IN	IN
you	PRP	PRP
lived	VBD	VBP
here	RB	RB
,	,	,
and	CC	CC
when	WRB	WRB
it	PRP	PRP
happened	VBD	VBD
all	DT	DT
I	PRP	PRP
could	MD	MD
think	VB	VB
of	IN	IN
was	VBD	VBD
''	''	''
--	:	:
This	DT	DT
time	NN	NN
she	PRP	PRP
stopped	VBD	VBD
the	DT	DT
rush	NN	NN
of	IN	IN
words	NNS	NNS
herself	PRP	.
.	.	.

``	``	``
I	PRP	PRP
'm	VBP	VBP
sorry	JJ	.
.	.	.

Shall	MD	WRB
I	PRP	PRP
go	VB	VBP
on	RB	IN
''	''	''
?	.	.
?	.	.

She	PRP	PRP
smiled	VBD	.
.	.	.

It	PRP	PRP
was	VBD	VBD
her	PRP$	PRP$
first	JJ	JJ
smile	NN	NN
.	.	.

worth	JJ	JJ
waiting	VBG	NNS
for	IN	IN
.	.	.

Sure	JJ	UH
''	''	''
.	.	.

I	PRP	PRP
said	VBD	VBD
.	.	.

``	``	``
But	CC	CC
one	CD	CD
word	NN	NN
at	IN	IN
a	DT	DT
time	NN	NN
,	,	,
O.K.	UH	UH
''	''	''
?	.	.
?	.	.

She	PRP	PRP
was	VBD	VBD
still	RB	RB
hugging	VBG	IN
the	DT	DT
stained	JJ	JJ
coat	NN	NN
around	IN	IN
her	PRP	PRP
,	,	,
so	IN	RB
I	PRP	PRP
said	VBD	VBD
,	,	,
``	``	``
Relax	VB	NNP
,	,	,
let	VB	VB
me	PRP	PRP
take	VB	VB
your	PRP$	PRP$
things	NNS	NNS
.	.	.

Would	MD	WRB
you	PRP	PRP
like	VB	IN
a	DT	DT
drink	NN	NN
,	,	,
or	CC	CC
coffee	NN	NNP
''	''	''
?	.	.
?	.	.

thanks	UH	UH
''	''	''
.	.	.

She	PRP	PRP
stood	VBD	VBD
up	RB	RB
,	,	,
pulled	VBD	IN
the	DT	DT
coat	NN	NN
from	IN	IN
her	PRP$	PRP$
shoulders	NNS	NNS
and	CC	CC
started	VBD	VBD
to	TO	TO
slide	VB	VB
it	PRP	PRP
off	RP	RB
,	,	,
then	RB	RB
let	VB	VB
out	RP	IN
a	DT	DT
high-pitched	JJ	JJ
scream	NN	NNS
and	CC	CC
I	PRP	PRP
let	VB	VBD
out	RP	IN
a	DT	DT
low-pitched	JJ	NN
,	,	,
wobbling	VBG	DT
sound	NN	NN
like	IN	IN
a	DT	DT
muffler	NN	NN
blowing	VBG	.
out	RB	.
.	.	.

She	PRP	PRP
was	VBD	VBD
wearing	VBG	VBG
nothing	NN	NN
beneath	IN	IN
the	DT	DT
coat	NN	NN
.	.	.

She	PRP	PRP
jerked	VBD	VBD
the	DT	DT
coat	NN	NN
back	RB	RB
on	IN	IN
and	CC	CC
squeezed	VBD	VBN
it	PRP	PRP
around	IN	IN
her	PRP	PRP
again	RB	RB
,	,	,
but	CC	CC
not	RB	RB
soon	RB	RB
enough	RB	RB
.	.	.

There	EX	EX
had	VBD	VBD
been	VBN	VBN
a	DT	DT
good	JJ	JJ
second	NN	JJ
or	CC	CC
two	CD	CD
during	IN	IN
which	WDT	WDT
my	PRP$	PRP$
muffler	NN	NNS
had	VBD	VBD
been	VBN	VBN
blowing	VBG	RB
out	RB	RB
,	,	,
and	CC	CC
now	RB	RB
I	PRP	PRP
was	VBD	VBD
certain	JJ	VBN
I	PRP	PRP
'd	MD	MD
seen	VBN	VB
her	PRP	PRP$
somewhere	RB	NNS
before	IN	.
.	.	.

I	PRP	PRP
forgot	VBD	VBD
''	''	''
!	.	.
!	.	.

She	PRP	PRP
yelped	VBD	.
.	.	.

``	``	``
Oh	UH	NNP
,	,	,
do	VB	VBP
forgive	VB	VBN
me	PRP	PRP
.	.	.

I	PRP	PRP
'm	VBP	VBP
sorry	JJ	VBN
''	''	''
!	.	.
!	.	.

I	PRP	PRP
forgive	VBP	VB
''	''	''
--	:	:
``	``	``
That	DT	DT
's	VBZ	NNS
what	WP	WP
started	VBD	VBD
all	PDT	PDT
the	DT	DT
trouble	NN	NN
in	IN	IN
the	DT	DT
first	JJ	JJ
place	NN	NN
.	.	.

Oh	UH	NNP
,	,	,
dear	UH	JJ
,	,	,
I	PRP	PRP
'm	VBP	VBP
all	RB	DT
unstrung	JJ	NN
''	''	''
.	.	.

You	PRP	PRP
and	CC	CC
me	PRP	PRP
both	DT	VBD
,	,	,
dear	UH	JJ
.	.	.

Have	VBP	PRP
n't	RB	RB
we	PRP	PRP
have	VBP	VBP
n't	RB	RB
I	PRP	PRP
seen	VBN	VBD
you	PRP	PRP
.	.	.

I	PRP	PRP
mean	VBP	VBP
,	,	,
surely	RB	RB
we	PRP	PRP
've	VBP	VBP
''	''	''
--	:	:
``	``	``
You	PRP	PRP
may	MD	MD
have	VB	VB
seen	VBN	VBN
me	PRP	PRP
on	IN	IN
TV	NN	NNP
''	''	''
,	,	,
she	PRP	PRP
said	VBD	VBD
.	.	.

``	``	``
I	PRP	PRP
've	VB	VBP
done	VBN	VBN
several	JJ	RB
filmed	VBN	VBN
commercials	NNS	VBN
for	IN	IN
''	''	''
--	:	:
Then	RB	RB
it	PRP	PRP
hit	VBD	VBD
me	PRP	PRP
.	.	.

``	``	``
Zing	NNP	UH
''	''	''
!	.	.
!	.	.

I	PRP	PRP
cried	VBD	.
.	.	.

day	NN	NN
Matsuo	NNP	WDT
saw	VBD	VBD
a	DT	DT
marine	NN	NN
.	.	.

The	DT	DT
enemy	NN	NN
came	VBD	VBD
looming	VBG	VBN
around	IN	IN
a	DT	DT
bend	NN	NN
in	IN	IN
the	DT	DT
trail	NN	NN
and	CC	CC
Matsuo	NNP	PRP
took	VBD	VBD
a	DT	DT
hasty	JJ	JJ
shot	NN	NNS
,	,	,
then	RB	RB
fled	VBD	VBN
without	IN	IN
knowing	VBG	VBG
the	DT	DT
result	NN	NN
,	,	,
ran	VBD	VBD
until	IN	IN
breath	NN	PRP
was	VBD	VBD
a	DT	DT
pain	NN	NN
in	IN	IN
his	PRP$	PRP$
chest	NN	NN
and	CC	CC
his	PRP$	PRP$
legs	NNS	NNS
were	VBD	VBD
rubbery	JJ	.
.	.	.

As	IN	IN
his	PRP$	PRP$
feet	NNS	NNS
slowed	VBD	''
,	,	,
he	PRP	PRP
felt	VBD	VBD
ashamed	JJ	VBN
of	IN	IN
the	DT	DT
panic	NN	NN
and	CC	CC
resolved	VBD	VBN
to	TO	TO
make	VB	VB
a	DT	DT
stand	NN	NN
.	.	.

He	PRP	PRP
crossed	VBD	VBD
the	DT	DT
next	JJ	JJ
meadow	NN	NNS
and	CC	CC
climbed	VBD	IN
a	DT	DT
tree	NN	NN
where	WRB	WRB
the	DT	DT
jungle	NN	NN
trail	NN	.
resumed	VBN	.
.	.	.

the	DT	DT
leafiest	JJS	JJ
part	NN	NN
of	IN	IN
the	DT	DT
tree	NN	NN
,	,	,
straddling	VBG	IN
a	DT	DT
broad	JJ	JJ
horizontal	NN	NN
limb	NN	''
,	,	,
he	PRP	PRP
could	MD	MD
see	VB	VB
over	IN	IN
the	DT	DT
meadow	NN	NN
.	.	.

For	IN	IN
a	DT	DT
while	NN	NN
he	PRP	PRP
was	VBD	VBD
content	JJ	VBN
to	TO	TO
let	VB	VB
events	NNS	TO
develop	VB	VB
in	IN	IN
their	PRP$	PRP$
good	JJ	JJ
time	NN	NN
.	.	.

He	PRP	PRP
had	VBD	VBD
no	DT	DT
doubt	NN	NN
the	DT	DT
marine	NN	NN
was	VBD	VBD
the	DT	DT
lead	NN	JJ
scout	NN	NNS
of	IN	IN
a	DT	DT
column	NN	NN
,	,	,
and	CC	CC
while	IN	IN
his	PRP$	PRP$
shot	NN	NNS
had	VBD	VBD
probably	RB	RB
bred	VBN	JJ
indecision	NN	NNS
,	,	,
they	PRP	PRP
would	MD	MD
soon	RB	RB
come	VB	VBN
hunting	VBG	.
.	.	.

His	PRP$	PRP$
superiors	NNS	NNS
had	VBD	VBD
emphasized	VBN	VBN
that	IN	IN
marines	NNS	DT
tortured	VBD	JJ
others	NNS	NNS
for	IN	IN
the	DT	DT
sheer	JJ	JJ
pleasure	NN	NN
.	.	.

Yesterday	RB	PRP
;	:	:
;	:	:
today	RB	:
;	:	:
;	:	:
tomorrow	RB	:
:	:	:
no	DT	DT
surrender	NN	NN
.	.	.

His	PRP$	PRP$
remembering	VBG	``
the	DT	DT
self-dictate	NN	NN
brought	VBD	VBD
no	DT	DT
peace	NN	NN
--	:	:
only	RB	RB
a	DT	DT
faint	JJ	JJ
chill	NN	NNS
of	IN	IN
doubt	NN	NN
.	.	.

He	PRP	PRP
murmured	VBD	VBD
to	TO	TO
himself	PRP	PRP
,	,	,
with	IN	IN
firmness	NN	NN
:	:	:
``	``	``
No	DT	DT
surrender	NN	NN
''	''	''
.	.	.

It	PRP	PRP
was	VBD	VBD
best	JJS	VBN
to	TO	TO
die	VB	VB
fighting	VBG	IN
the	DT	DT
marines	NNS	NN
.	.	.

His	PRP$	PRP$
superiors	NNS	NNS
had	VBD	VBD
also	RB	RB
preached	VBN	IN
this	DT	DT
,	,	,
saying	VBG	VBG
it	PRP	PRP
was	VBD	VBD
the	DT	DT
way	NN	NN
for	IN	IN
eternal	JJ	NN
honor	NN	.
.	.	.

What	WP	WP
if	IN	IN
the	DT	DT
marines	NNS	NN
never	RB	RB
came	VBD	VBD
?	.	.
?	.	.

His	PRP$	PRP$
comrades	NNS	NNS
were	VBD	VBD
all	RB	DT
dead	JJ	JJ
.	.	.

He	PRP	PRP
had	VBD	VBD
no	DT	DT
rice	NN	NN
.	.	.

Then	RB	RB
it	PRP	PRP
would	MD	MD
be	VB	VB
a	DT	DT
choice	NN	NN
between	IN	IN
starvation	NN	NN
and	CC	CC
suicide	NN	NN
.	.	.

Whichever	WDT	IN
the	DT	DT
way	NN	NN
,	,	,
he	PRP	PRP
would	MD	MD
rot	VB	VB
in	IN	IN
this	DT	DT
vast	JJ	JJ
choking	JJ	CC
green	NN	JJ
,	,	,
his	PRP$	PRP$
wife	NN	NN
never	RB	RB
to	TO	TO
receive	VB	VB
an	DT	DT
urn	NN	NN
of	IN	IN
his	PRP$	PRP$
ashes	NNS	NNS
.	.	.

He	PRP	PRP
sighed	VBD	,
and	CC	CC
leaned	VBD	RB
for	IN	IN
a	DT	DT
moment	NN	NN
against	IN	IN
the	DT	DT
trunk	NN	NN
.	.	.

His	PRP$	PRP$
fingers	NNS	NNS
touched	VBD	VBD
the	DT	DT
bone	NN	NN
handle	NN	,
of	IN	IN
a	DT	DT
knife	NN	NN
.	.	.

The	DT	DT
knife	NN	NN
